Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
26.61.29(2),FALSE,FALSE,811207,Drawings and Prints,Print,"Avenue (Allee), from 9 Lithographs",,,,,,Publisher|Artist,,Bruno Cassirer|Max Liebermann,"German, Berlin 1847–1935 Berlin",,"Cassirer, Bruno|Liebermann, Max",,1847,1935,1926,1926,1926,Lithograph; proof,Sheet: 12 3/8 × 16 7/8 in. (31.5 × 42.8 cm),"Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Portfolios|Prints,,http://www.metmuseum.org/art/collection/search/811207,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
26.61.29(3),FALSE,FALSE,811208,Drawings and Prints,Print,"Portrait of Karl Scheffler, from 9 Lithographs",,,,,,Publisher|Artist,,Bruno Cassirer|Max Liebermann,"German, Berlin 1847–1935 Berlin",,"Cassirer, Bruno|Liebermann, Max",,1847,1935,1926,1926,1926,Lithograph; proof,Sheet: 16 15/16 × 12 3/8 in. (43.1 × 31.5 cm),"Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Portfolios|Prints,,http://www.metmuseum.org/art/collection/search/811208,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
59.533.1213,FALSE,FALSE,811209,Drawings and Prints,Print,Directions to Footmen,,,,,,Artist|Publisher,,Thomas Rowlandson|Thomas Tegg,"British, London 1757–1827 London|British, 1776–1846",,"Rowlandson, Thomas|Tegg, Thomas",,1757      |1776      ,1827      |1846      ,"November 10, 1807",1807,1807,Hand-colored etching,Plate: 13 5/8 × 9 11/16 in. (34.6 × 24.6 cm),,,,,,,,,,,,,,,,,
"Sheet: 14 15/16 × 10 1/2 in. (38 × 26.6 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811209,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
26.61.29(7),FALSE,FALSE,811210,Drawings and Prints,Print,"Head of a Woman (Frauenkopf), from 9 Lithographs",,,,,,Publisher|Artist,,Bruno Cassirer|Max Liebermann,"German, Berlin 1847–1935 Berlin",,"Cassirer, Bruno|Liebermann, Max",,1847,1935,1926,1926,1926,Lithograph; proof,Sheet: 16 7/8 × 12 7/16 in. (42.9 × 31.6 cm),"Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Portfolios|Prints,,http://www.metmuseum.org/art/collection/search/811210,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
26.61.29(6),FALSE,FALSE,811211,Drawings and Prints,Print,"Love Scene (Liebeszene), from 9 Lithographs",,,,,,Artist|Publisher,,Max Liebermann|Bruno Cassirer,"German, Berlin 1847–1935 Berlin",,"Liebermann, Max|Cassirer, Bruno",,1847,1935,1926,1926,1926,Lithograph; proof,Sheet: 16 13/16 × 12 1/2 in. (42.7 × 31.8 cm),"Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Portfolios|Prints,,http://www.metmuseum.org/art/collection/search/811211,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
17.3.888-13,FALSE,FALSE,811212,Drawings and Prints,Print,"Comedy in the Country, Tragedy in London",,,,,,Publisher|Artist,,Thomas Tegg|Thomas Rowlandson,"British, 1776–1846|British, London 1757–1827 London",,"Tegg, Thomas|Rowlandson, Thomas",,1776      |1757      ,1846      |1827      ,"May 29, 1807",1807,1807,Hand-colored etching,Sheet: 14 5/16 × 10 5/16 in. (36.3 × 26.2 cm),"Harris Brisbane Dick Fund, 1917",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811212,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
26.61.29(8),FALSE,FALSE,811213,Drawings and Prints,Print,"Bather (Badende), from 9 Lithographs",,,,,,Publisher|Artist,,Bruno Cassirer|Max Liebermann,"German, Berlin 1847–1935 Berlin",,"Cassirer, Bruno|Liebermann, Max",,1847,1935,1926,1926,1926,Lithograph; proof,Sheet: 12 5/16 × 13 1/8 in. (31.3 × 33.3 cm),"Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Portfolios|Prints,,http://www.metmuseum.org/art/collection/search/811213,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
17.3.888-275,FALSE,FALSE,811214,Drawings and Prints,Print,"Comedy in the Country, Tragedy in London",,,,,,Publisher|Artist,,Thomas Tegg|Thomas Rowlandson,"British, 1776–1846|British, London 1757–1827 London",,"Tegg, Thomas|Rowlandson, Thomas",,1776      |1757      ,1846      |1827      ,"May 29, 1807",1807,1807,Hand-colored etching,Sheet: 13 15/16 × 10 1/16 in. (35.4 × 25.6 cm),"Harris Brisbane Dick Fund, 1917",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811214,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
59.533.1494,FALSE,FALSE,811215,Drawings and Prints,Print,"The Successful Fortune Hunter, or Captain Shelalee Leading Miss Marrowfat to the Temple of Hymen",,,,,,Artist,,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",,1757,1827,"[1802], reissued 1812",1802,1812,Hand-colored etching,Sheet: 13 13/16 × 9 13/16 in. (35.1 × 25 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811215,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
26.61.29(1),FALSE,FALSE,811216,Drawings and Prints,Print,"Portrait of the Artist, from 9 Lithographs",,,,,,Publisher|Artist,,Bruno Cassirer|Max Liebermann,"German, Berlin 1847–1935 Berlin",,"Cassirer, Bruno|Liebermann, Max",,1847,1935,1926,1926,1926,Lithograph; proof,Sheet: 16 15/16 × 12 7/16 in. (43 × 31.6 cm),"Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Portfolios|Prints,,http://www.metmuseum.org/art/collection/search/811216,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
59.533.1495,FALSE,FALSE,811217,Drawings and Prints,Print,"The Successful Fortune Hunter, or Captain Shelalee Leading Miss Marrowfat to the Temple of Hymen",,,,,,Artist,,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",,1757,1827,"[1802], reissued 1818",1802,1818,Hand-colored etching,Sheet: 12 13/16 × 8 7/8 in. (32.6 × 22.5 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811217,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
59.533.864,FALSE,FALSE,811218,Drawings and Prints,Print,"A Catamaran, or an Old Maid's Nursery",,,,,,Artist and publisher,,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",,1757,1827,"March 1, 1803",1803,1803,Hand-colored etching,Sheet: 12 13/16 × 8 7/8 in. (32.6 × 22.5 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811218,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
26.61.16,FALSE,FALSE,811219,Drawings and Prints,Print,"Das Beilager, from Bassompierre",,,,,,Publisher|Author|Artist,,Bruno Cassirer|Johann Wolfgang von Goethe|Max Liebermann,"German, Berlin 1847–1935 Berlin",,"Cassirer, Bruno|Goethe, Johann Wolfgang von|Liebermann, Max",,1847,1935,1915,1915,1915,Lithograph,Sheet: 13 9/16 × 10 1/4 in. (34.4 × 26.1 cm),"Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811219,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
59.533.865,FALSE,FALSE,811220,Drawings and Prints,Print,An Old Maid's Delight,,,,,,Artist,After,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",,1757,1827,ca. 1822,1817,1827,Hand-colored etching,Sheet: 12 13/16 × 8 3/4 in. (32.5 × 22.2 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811220,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
26.61.27,FALSE,FALSE,811221,Drawings and Prints,Print,Naked Boy on a Jumping Horse (Nackter Junge Auf Anspringendem Pferd),,,,,,Artist,,Max Liebermann,"German, Berlin 1847–1935 Berlin",,"Liebermann, Max",,1847,1935,1917,1917,1917,Lithograph,Sheet: 5 5/8 × 5 3/8 in. (14.3 × 13.6 cm),"Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811221,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
59.533.929,FALSE,FALSE,811222,Drawings and Prints,Print,Recovery from a Dormant Title or a Breeches Maker Become a Lord,,,,,,Artist and publisher,,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",,1757,1827,"[July 14, 1805], reissued July 14, 1812",1805,1812,Hand-colored etching,Sheet: 12 7/8 × 8 7/8 in. (32.7 × 22.5 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811222,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
59.533.928,FALSE,FALSE,811223,Drawings and Prints,Print,Taylor turn'd Lord,,,,,,Artist,After,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",,1757,1827,1812,1812,1812,Hand-colored etching,Sheet: 12 7/8 × 9 5/8 in. (32.7 × 24.5 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811223,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
59.533.720,FALSE,FALSE,811224,Drawings and Prints,Print,"Doctor Botherum, The Montebank",,,,,,Artist and publisher,,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",,1757,1827,"March 6, 1800",1800,1800,Hand-colored etching and aquatint,Sheet: 14 5/8 × 16 3/4 in. (37.1 × 42.5 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811224,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
59.533.726,FALSE,FALSE,811226,Drawings and Prints,Print,Hearts for the Year 1800,,,,,,Publisher|Artist|Artist,After,"Rudolph Ackermann, London|Thomas Rowlandson|George Moutard Woodward","active 1794–1829|British, London 1757–1827 London|British, ca. 1760–1809 London",,"Ackermann, Rudolph|Rowlandson, Thomas|Woodward, George Moutard",,1764      |1757      |1760      ,1834      |1827      |1809      ,"April 20, 1800",1800,1800,Hand-colored etching,Sheet: 14 1/16 × 20 3/8 in. (35.7 × 51.8 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811226,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
26.61.14,FALSE,FALSE,811229,Drawings and Prints,Print,"Young Girl (Junges Mädchen), from The Man of Fifty Years",,,,,,Artist|Publisher|Author|Artist,After,Max Liebermann|Bruno Cassirer|Johann Wolfgang von Goethe|Oskar Bangemann,"German, Berlin 1847–1935 Berlin|German, 1882–1942",,"Liebermann, Max|Cassirer|Goethe, Johann Wolfgang von|Bangemann, Oskar",,1847      |1882      ,1935      |1942      ,1920,1920,1920,Line block; proof,Sheet: 4 11/16 × 5 7/8 in. (11.9 × 15 cm),"Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811229,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
1970.541.47,FALSE,FALSE,811231,Drawings and Prints,Print,A Skipping Academy,,,,,,Artist|Artist|Publisher,After,"George Moutard Woodward|Thomas Rowlandson|Rudolph Ackermann, London","British, ca. 1760–1809 London|British, London 1757–1827 London|active 1794–1829",,"Woodward, George Moutard|Rowlandson, Thomas|Ackermann, Rudolph",,1760      |1757      |1764      ,1809      |1827      |1834      ,"May 20, 1800",1800,1800,Hand-colored etching,Plate: 11 5/8 × 18 5/8 in. (29.5 × 47.3 cm),,,,,,,,,,,,,,,,,
"Sheet: 13 1/4 in. × 19 in. (33.7 × 48.2 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund and Harris Brisbane Dick Fund, by Exchange, 1970",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811231,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
59.533.752,FALSE,FALSE,811233,Drawings and Prints,Print,Buonaparte First Consul of France,,,,,,Artist|Artist|Artist|Artist,After (pose and costume)|After (bust),Thomas Rowlandson|Piercy Roberts|James Gillray|Giuseppe Ceracchi,"British, London 1757–1827 London|British, active 1794–1828|British, Chelsea 1756–1815 London|Italian, 1751–1802",,"Rowlandson, Thomas|Roberts, Piercy|Gillray, James|Ceracchi, Giuseppe",,1757      |1794      |1756      |1751      ,1827      |1828      |1815      |1802      ,1800–04,1800,1804,Hand-colored etching and aquatint,Sheet: 17 5/16 × 10 3/4 in. (43.9 × 27.3 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811233,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
28.8.7,FALSE,FALSE,811236,Drawings and Prints,Print,"Flavio and Hilarie Sitting Together, Reading from the Same Book (Flavio und Hilarie Zusammensitzend, aus Demselben Buch Lesend), from The Man of Fifty Years",,,,,,Artist|Publisher|Author|Artist,After,Max Liebermann|Bruno Cassirer|Johann Wolfgang von Goethe|Oskar Bangemann,"German, Berlin 1847–1935 Berlin|German, 1882–1942",,"Liebermann, Max|Cassirer, Bruno|Goethe, Johann Wolfgang von|Bangemann, Oskar",,1847      |1882      ,1935      |1942      ,1920,1920,1920,Line block; proof,Sheet: 7 3/16 × 7 13/16 in. (18.3 × 19.9 cm),"Harris Brisbane Dick Fund, 1928",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811236,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
59.533.1760,FALSE,FALSE,811237,Drawings and Prints,Print,Miseries of London: Entering upon any of the bridges of London or any of the passages leading to the Thames being assailed by a group of watermen holding up their hands and bawling out. Oars Sculls. Sculls. Oars. Oars.,,,,,Miseries of London,Artist and publisher,,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",,1757,1827,"[July 14, 1807], reissued July 14, 1812",1807,1812,Hand-colored etching,Sheet: 12 5/16 in. × 9 in. (31.2 × 22.8 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811237,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
28.8.8,FALSE,FALSE,811238,Drawings and Prints,Print,"The Majors' Tourist Car (Der Reisewagen des Majors), from The Man of Fifty Years",,,,,,Artist|Publisher|Author|Artist,After,Max Liebermann|Bruno Cassirer|Johann Wolfgang von Goethe|Oskar Bangemann,"German, Berlin 1847–1935 Berlin|German, 1882–1942",,"Liebermann, Max|Cassirer, Bruno|Goethe, Johann Wolfgang von|Bangemann, Oskar",,1847      |1882      ,1935      |1942      ,1920,1920,1920,Line block; proof,Sheet: 10 1/2 × 7 3/4 in. (26.6 × 19.7 cm),"Harris Brisbane Dick Fund, 1928",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811238,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
56.567.15,FALSE,FALSE,811239,Drawings and Prints,Print,Miseries of London: Entering upon any of the bridges of London or any of the passages leading to the Thames being assailed by a group of watermen holding up their hands and bawling out. Oars Sculls. Sculls. Oars. Oars.,,,,,Miseries of London,Artist and publisher,,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",,1757,1827,"July 14, 1807",1807,1807,Etching,Plate: 13 × 10 13/16 in. (33 × 27.5 cm),,,,,,,,,,,,,,,,,
"Sheet: 14 15/16 × 11 5/16 in. (38 × 28.8 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1956",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811239,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
26.61.13,FALSE,FALSE,811240,Drawings and Prints,Print,"The Pensive Man Sitting on a Bench in a Park (Der Auf Einer Bank In Der Allee Sitzende Nachdenkliche Mann), from The Man of Fifty Years",,,,,,Artist|Author|Artist|Publisher,After,Max Liebermann|Johann Wolfgang von Goethe|M. Hönemann|Bruno Cassirer,"German, Berlin 1847–1935 Berlin|German",,"Liebermann, Max|Goethe, Johann Wolfgang von|Hönemann, M.|Cassirer, Bruno",,1847,1935,1920,1920,1920,Line block; proof,Sheet: 8 5/16 × 8 3/16 in. (21.1 × 20.8 cm),"Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811240,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
26.61.15,FALSE,FALSE,811241,Drawings and Prints,Print,"Hilarie and the Mother (Hilarie Und Die Mutter), from The Man of Fifty Years",,,,,,Author|Publisher|Artist|Artist,After,Johann Wolfgang von Goethe|Bruno Cassirer|M. Hönemann|Max Liebermann,"German|German, Berlin 1847–1935 Berlin",,"Goethe, Johann Wolfgang von|Cassirer, Bruno|Hönemann, M.|Liebermann, Max",,1847,1935,1920,1920,1920,Line block; proof,Sheet: 8 5/8 × 6 11/16 in. (21.9 × 17 cm),"Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811241,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
28.8.5,FALSE,FALSE,811242,Drawings and Prints,Print,"A Young Slim Female Figure on the Shore (Eine Junge Schlanke Weibliche Gestalt Am Ufer Eines Gewässers), from The Man of Fifty Years",,,,,,Author|Publisher|Artist|Artist,After,Johann Wolfgang von Goethe|Bruno Cassirer|Oskar Bangemann|Max Liebermann,"German, 1882–1942|German, Berlin 1847–1935 Berlin",,"Goethe, Johann Wolfgang von|Cassirer, Bruno|Bangemann, Oskar|Liebermann, Max",,1882      |1847      ,1942      |1935      ,1920,1920,1920,Line block; proof,Sheet: 9 5/16 × 6 7/8 in. (23.6 × 17.4 cm),"Harris Brisbane Dick Fund, 1928",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811242,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
59.533.989,FALSE,FALSE,811243,Drawings and Prints,Print,"A White Sergeant giving the Word of Command: ""Why don't you come to bed, you drunken sot?""",,,,,,Publisher|Artist,,"Rudolph Ackermann, London|Thomas Rowlandson","active 1794–1829|British, London 1757–1827 London",,"Ackermann, Rudolph|Rowlandson, Thomas",,1764      |1757      ,1834      |1827      ,"May 25, 1807",1807,1807,Hand-colored etching,Sheet: 8 11/16 × 12 5/8 in. (22 × 32 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811243,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
28.8.6,FALSE,FALSE,811244,Drawings and Prints,Print,"Departure of the Marshal in the Car (Abreise Des Obermarschalls Im Wagen), from The Man of Fifty Years",,,,,,Artist|Author|Artist|Publisher,After,Oskar Bangemann|Johann Wolfgang von Goethe|Max Liebermann|Bruno Cassirer,"German, 1882–1942|German, Berlin 1847–1935 Berlin",,"Bangemann, Oskar|Goethe, Johann Wolfgang von|Liebermann, Max|Cassirer, Bruno",,1882      |1847      ,1942      |1935      ,1920,1920,1920,Line block; proof,Sheet: 6 7/16 × 9 5/16 in. (16.3 × 23.6 cm),"Harris Brisbane Dick Fund, 1928",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811244,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
28.8.3,FALSE,FALSE,811245,Drawings and Prints,Print,"The Kneecap (Der Kniefall), from Novelle",,,,,,Author|Publisher|Artist|Artist,After,Johann Wolfgang von Goethe|Bruno Cassirer|Max Liebermann|Oskar Bangemann,"German, Berlin 1847–1935 Berlin|German, 1882–1942",,"Goethe, Johann Wolfgang von|Cassirer, Bruno|Liebermann, Max|Bangemann, Oskar",,1847      |1882      ,1935      |1942      ,1920,1920,1920,Line block; proof,Sheet: 7 15/16 × 5 7/16 in. (20.2 × 13.8 cm),"Harris Brisbane Dick Fund, 1928",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811245,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
59.533.988,FALSE,FALSE,811247,Drawings and Prints,Print,"A White Sergeant giving the word of command - ""Come to Bed you drunken sot""",,,,,,Artist|Publisher,After?,Thomas Rowlandson|William McCleary,"British, London 1757–1827 London|Irish (active Dublin), 1799–1820",,"Rowlandson, Thomas|McCleary, William",,1757      |1799      ,1827      |1820      ,"May 25, 1807",1807,1807,Hand-colored etching; reverse copy,Sheet: 8 11/16 × 12 5/8 in. (22 × 32 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811247,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
59.533.984,FALSE,FALSE,811248,Drawings and Prints,Print,Witches in a Hay Loft,,,,,,Artist|Publisher|Artist,After,"Thomas Rowlandson|Rudolph Ackermann, London|George Moutard Woodward","British, London 1757–1827 London|active 1794–1829|British, ca. 1760–1809 London",,"Rowlandson, Thomas|Ackermann, Rudolph|Woodward, George Moutard",,1757      |1764      |1760      ,1827      |1834      |1809      ,"April 29, 1807",1807,1807,Hand-colored etching,Sheet: 9 1/2 × 13 11/16 in. (24.2 × 34.7 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/811248,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
